,h_1,W_1,L1_final,H1_final,L2_final,M1_final,cure_at_1500,M2_final,H2_final
77,1.1075757575757574,0.13474999999999998,8654.34365815266,2.2695345962542173,8654.34365815266,24428.64551919463,1.0,24428.64551919463,2.2695345962542173
78,1.1075757575757574,0.13649999999999998,6420.623493600272,1.0358452939368743,6420.623493600272,14482.26362702548,1.0,14482.26362702548,1.0358452939368743
79,1.1075757575757574,0.13824999999999998,5959.3957730414595,0.9998069676541604,5959.3957730414595,12769.510366334844,1.0,12769.510366334844,0.9998069676541604
80,1.1075757575757574,0.14,5940.660131068195,0.9998397707740554,5940.660131068195,12728.455387929396,1.0,12728.455387929396,0.9998397707740554
81,1.1075757575757574,0.14175,5923.545346300301,0.9999275782999182,5923.545346300301,12692.6552982862,1.0,12692.6552982862,0.9999275782999182
82,1.1075757575757574,0.1435,5906.413510130539,0.9999571088586904,5906.413510130539,12656.518821698926,1.0,12656.518821698926,0.9999571088586904
83,1.1075757575757574,0.14525,5888.713725121877,0.9997281570389136,5888.713725121877,12618.048129161723,1.0,12618.048129161723,0.9997281570389136
84,1.1075757575757574,0.147,5872.399662266247,0.9999638654815992,5872.399662266247,12584.369504591936,1.0,12584.369504591936,0.9999638654815992
85,1.1075757575757574,0.14875,5855.592101672952,0.9999698789052474,5855.592101672952,12548.63727000556,1.0,12548.63727000556,0.9999698789052474
86,1.1075757575757574,0.1505,5838.962100228267,0.99999507308426,5838.962100228267,12513.301214982495,1.0,12513.301214982495,0.99999507308426
87,1.1075757575757574,0.15225,5822.0779981354835,0.9998796344164108,5822.0779981354835,12476.797104779085,1.0,12476.797104779085,0.9998796344164108
88,1.1075757575757574,0.15399999999999994,5804.91010297593,0.9996125961504382,5804.91010297593,12439.025117792336,1.0,12439.025117792336,0.9996125961504382
89,1.1075757575757574,0.15574999999999994,5788.472261304374,0.999571840636266,5788.472261304374,12403.668548118203,1.0,12403.668548118203,0.999571840636266
90,1.1075757575757574,0.15749999999999995,5773.0495524777625,0.9998652188932392,5773.0495524777625,12371.757739480081,1.0,12371.757739480081,0.9998652188932392
91,1.1075757575757574,0.15924999999999995,5756.375714980973,0.9996477012101744,5756.375714980973,12335.086706621178,1.0,12335.086706621178,0.9996477012101744
92,1.1075757575757574,0.16099999999999998,5740.01389608399,0.999502789840026,5740.01389608399,12299.32411256732,1.0,12299.32411256732,0.999502789840026
93,1.1075757575757574,0.16274999999999998,5725.235800939852,0.9999077429236976,5725.235800939852,12269.065125730856,1.0,12269.065125730856,0.9999077429236976
94,1.1075757575757574,0.16449999999999998,5708.530851904812,0.9995482586626412,5708.530851904812,12231.629350556816,1.0,12231.629350556816,0.9995482586626412
95,1.1075757575757574,0.16624999999999998,5694.092735588234,0.999997218075228,5694.092735588234,12202.161656643391,1.0,12202.161656643391,0.999997218075228
98,1.1075757575757574,0.16799999999999998,5678.15713784913,0.9998423846805672,5678.15713784913,12167.082968210198,1.0,12167.082968210198,0.9998423846805672
96,1.1075757575757574,0.16974999999999998,5661.6969810341525,0.9994484385239664,5661.6969810341525,12129.914402373151,1.0,12129.914402373151,0.9994484385239664
99,1.1075757575757574,0.1715,5647.6861508222055,0.9999362652793556,5647.6861508222055,12101.35951653962,1.0,12101.35951653962,0.9999362652793556
97,1.1075757575757574,0.17325,5631.970046054228,0.999741176865536,5631.970046054228,12066.471595043078,1.0,12066.471595043078,0.999741176865536
0,1.128787878787879,0.0,41974.894009800286,4643.255811083939,41974.894009800286,270879.7456916827,1.0,270879.7456916827,4643.255811083939
12,1.128787878787879,0.0017499999999999998,41856.58384673515,4581.457298680976,41856.58384673515,270159.4330103983,1.0,270159.4330103983,4581.457298680976
5,1.128787878787879,0.0035,41738.24451988241,4519.656132609613,41738.24451988241,269433.4123930654,1.0,269433.4123930654,4519.656132609613
11,1.128787878787879,0.00525,41619.8345968902,4457.852164760947,41619.8345968902,268701.4857448848,1.0,268701.4857448848,4457.852164760947
4,1.128787878787879,0.006999999999999999,41501.312448888064,4396.045232538757,41501.312448888064,267963.44725024013,1.0,267963.44725024013,4396.045232538757
15,1.128787878787879,0.008749999999999999,41382.63615836005,4334.235156415416,41382.63615836005,267219.0828998029,1.0,267219.0828998029,4334.235156415416
3,1.128787878787879,0.0105,41263.76342464867,4272.421736972011,41263.76342464867,266468.16997895256,1.0,266468.16997895256,4272.421736972011
13,1.128787878787879,0.01225,41144.65146638536,4210.604751306577,41144.65146638536,265710.4765129458,1.0,265710.4765129458,4210.604751306577
7,1.128787878787879,0.014,41025.25692006808,4148.783948669474,41025.25692006808,264945.76066352165,1.0,264945.76066352165,4148.783948669474
14,1.128787878787879,0.01575,40905.53573391477,4086.9590451528707,40905.53573391477,264173.7700707493,1.0,264173.7700707493,4086.9590451528707
2,1.128787878787879,0.017499999999999998,40785.44305600468,4025.129717223231,40785.44305600468,263394.2411328495,1.0,263394.2411328495,4025.129717223231
9,1.128787878787879,0.01925,40664.93311557609,3963.295593838889,40664.93311557609,262606.89821541857,1.0,262606.89821541857,3963.295593838889
1,1.128787878787879,0.021,40543.95909617308,3901.456246838518,40543.95909617308,261811.45277991763,1.0,261811.45277991763,3901.456246838518
8,1.128787878787879,0.02275,40422.472999115686,3839.611179217716,40422.472999115686,261007.60241937853,1.0,261007.60241937853,3839.611179217716
6,1.128787878787879,0.0245,40300.42549550123,3777.7598108281572,40300.42549550123,260195.0297869524,1.0,260195.0297869524,3777.7598108281572
10,1.128787878787879,0.02625,40177.76576461544,3715.901460934146,40177.76576461544,259373.4014000892,1.0,259373.4014000892,3715.901460934146
18,1.128787878787879,0.028,40054.44131622962,3654.035326940837,40054.44131622962,258542.36629966478,1.0,258542.36629966478,3654.035326940837
16,1.128787878787879,0.02975,39930.39779376357,3592.1604584646584,39930.39779376357,257701.55453913225,1.0,257701.55453913225,3592.1604584646584
17,1.128787878787879,0.0315,39805.57875468569,3530.2757257433364,39805.57875468569,256850.57547357085,1.0,256850.57547357085,3530.2757257433364
20,1.128787878787879,0.033249999999999995,39679.92542377337,3468.379781176804,39679.92542377337,255989.01581211586,1.0,255989.01581211586,3468.379781176804
19,1.128787878787879,0.035,39553.3764139351,3406.47101254518,39553.3764139351,255116.43738942797,1.0,255116.43738942797,3406.47101254518
22,1.128787878787879,0.03675,39425.86740816532,3344.5474861591188,39425.86740816532,254232.37460222674,1.0,254232.37460222674,3344.5474861591188
21,1.128787878787879,0.038499999999999986,39297.33079481032,3282.6068778552535,39297.33079481032,253336.33144508966,1.0,253336.33144508966,3282.6068778552535
23,1.128787878787879,0.04025,39167.69524661188,3220.6463893472114,39167.69524661188,252427.7780651811,1.0,252427.7780651811,3220.6463893472114
33,1.128787878787879,0.042,39036.885231890716,3158.6626469737016,39036.885231890716,251506.1467377193,1.0,251506.1467377193,3158.6626469737016
34,1.128787878787879,0.04375,38904.82044364666,3096.6515793426265,38904.82044364666,250570.82714205663,1.0,250570.82714205663,3096.6515793426265
35,1.128787878787879,0.0455,38771.415129175846,3034.6082697474767,38771.415129175846,249621.1607913218,1.0,249621.1607913218,3034.6082697474767
32,1.128787878787879,0.047249999999999986,38636.57729891264,2972.5267785270275,38636.57729891264,248656.4344355756,1.0,248656.4344355756,2972.5267785270275
39,1.128787878787879,0.049,38500.20778842929,2910.399929750035,38500.20778842929,247675.8722180045,1.0,247675.8722180045,2910.399929750035
37,1.128787878787879,0.05075,38362.19914169437,2848.2190557422864,38362.19914169437,246678.62631428175,1.0,246678.62631428175,2848.2190557422864
36,1.128787878787879,0.052499999999999984,38222.43427656716,2785.973692049764,38222.43427656716,245663.76572496872,1.0,245663.76572496872,2785.973692049764
38,1.128787878787879,0.054249999999999986,38080.784884841516,2723.6512144825824,38080.784884841516,244630.2628175627,1.0,244630.2628175627,2723.6512144825824
24,1.128787878787879,0.056,37937.109508643734,2661.2364089671923,37937.109508643734,243576.97712601372,1.0,243576.97712601372,2661.2364089671923
25,1.128787878787879,0.05775,37791.25122229904,2598.710964138863,37791.25122229904,242502.63580842112,1.0,242502.63580842112,2598.710964138863
30,1.128787878787879,0.0595,37643.03483354671,2536.0528760776997,37643.03483354671,241405.8100351863,1.0,241405.8100351863,2536.0528760776997
27,1.128787878787879,0.061249999999999985,37492.263499817454,2473.2357545383816,37492.263499817454,240284.88642693908,1.0,240284.88642693908,2473.2357545383816
26,1.128787878787879,0.063,37338.71463382273,2410.228020766303,37338.71463382273,239138.0324811884,1.0,239138.0324811884,2410.228020766303
28,1.128787878787879,0.06474999999999999,37182.13494764516,2346.991988981601,37182.13494764516,237963.15471651976,1.0,237963.15471651976,2346.991988981601
29,1.128787878787879,0.06649999999999999,37022.23445572344,2283.482827500115,37022.23445572344,236757.8480224413,1.0,236757.8480224413,2283.482827500115
